Result Log

problem file path: problems/d1.lup
solution file path: solutions/d1-100-50-fps-plus-trunc-4obj.txt
random seed: 1602436670635
search strategy: moea
number of runs per experiment: 30
num_fitness_evals_per_run: 10000
fitness function: 4_obj
fitness sharing: False
crowding: False
initialization method: validity_forced
mu: 100
lambda: 50
p_c: 1.0
p_mchild: 0.7
p_m: 0.005
mutation rate strategy: fixed
parent selection method: fitness_proportional_selection
survival strategy: plus
survival selection method: truncation
termination method: number_of_evals

Run 1
100	115.04	127.0	-66.97	0.0	-26.12	-15.0	-69.66	-3.0
150	109.56	127.0	-44.15	0.0	-22.91	-15.0	-48.23	-3.0
200	107.79	127.0	-36.43	0.0	-21.74	-13.0	-41.49	-3.0
250	105.52	127.0	-31.43	0.0	-21.24	-13.0	-37.2	-3.0
300	104.37	127.0	-27.63	0.0	-20.81	-13.0	-34.13	-3.0
350	104.91	127.0	-27.46	0.0	-20.78	-13.0	-34.09	-3.0
400	102.04	127.0	-24.2	0.0	-20.67	-12.0	-31.08	-3.0
450	102.35	127.0	-22.32	0.0	-20.53	-12.0	-29.52	-3.0
500	101.09	127.0	-20.96	0.0	-20.61	-12.0	-28.32	-3.0
550	100.57	127.0	-21.35	0.0	-20.63	-11.0	-28.52	-3.0
600	98.79	127.0	-18.82	0.0	-20.04	-11.0	-26.28	-3.0
650	97.6	127.0	-17.65	0.0	-19.83	-11.0	-25.34	-3.0
700	98.17	127.0	-17.91	0.0	-19.69	-11.0	-25.64	-3.0
750	98.24	127.0	-17.29	0.0	-19.09	-11.0	-25.16	-3.0
800	96.99	127.0	-16.56	0.0	-19.23	-11.0	-24.35	-3.0
850	97.32	127.0	-16.67	0.0	-19.3	-11.0	-24.51	-3.0
900	97.54	127.0	-16.74	0.0	-19.22	-11.0	-24.65	-3.0
950	96.57	127.0	-15.33	0.0	-18.93	-11.0	-23.31	-3.0
1000	95.43	127.0	-14.27	0.0	-19.04	-11.0	-22.35	-3.0
1050	96.73	127.0	-14.65	0.0	-18.56	-11.0	-22.82	-3.0
