Result Log

problem file path: problems/d2.lup
solution file path: solutions/d2-100-50-fps-plus-trunc-4obj.txt
random seed: 1602437534166
search strategy: moea
number of runs per experiment: 30
num_fitness_evals_per_run: 10000
fitness function: 4_obj
fitness sharing: False
crowding: False
initialization method: validity_forced
mu: 100
lambda: 50
p_c: 1.0
p_mchild: 0.7
p_m: 0.005
mutation rate strategy: fixed
parent selection method: fitness_proportional_selection
survival strategy: plus
survival selection method: truncation
termination method: number_of_evals

Run 1
1650	116.56	161.0	-13.98	0.0	-22.2	-16.0	-22.8	-5.0
1700	115.18	161.0	-12.87	0.0	-22.23	-16.0	-21.9	-5.0
1750	118.51	161.0	-13.98	0.0	-22.11	-16.0	-23.02	-5.0
1800	117.67	161.0	-12.89	0.0	-22.31	-16.0	-22.2	-5.0
1850	116.08	161.0	-12.45	0.0	-21.93	-16.0	-21.72	-5.0
1900	114.46	161.0	-12.51	0.0	-21.64	-15.0	-21.68	-5.0
1950	111.35	161.0	-11.01	0.0	-21.82	-15.0	-20.29	-5.0
2000	111.77	161.0	-11.54	0.0	-21.91	-14.0	-20.73	-5.0
2050	113.94	161.0	-12.42	0.0	-21.5	-14.0	-21.58	-5.0
2100	116.54	161.0	-13.15	0.0	-21.27	-14.0	-22.31	-5.0
2150	115.43	161.0	-12.97	0.0	-21.23	-14.0	-22.11	-5.0
2200	116.58	161.0	-13.48	0.0	-21.09	-14.0	-22.59	-5.0
2250	118.24	161.0	-14.17	0.0	-20.92	-14.0	-23.31	-5.0
2300	117.11	161.0	-13.17	0.0	-20.85	-14.0	-22.47	-5.0
2350	118.62	161.0	-13.75	0.0	-20.77	-14.0	-23.01	-5.0
2400	118.34	161.0	-13.76	0.0	-20.77	-14.0	-23.0	-5.0
2450	119.31	161.0	-14.28	0.0	-20.74	-14.0	-23.47	-5.0
2500	119.82	161.0	-13.89	0.0	-20.64	-14.0	-23.28	-5.0
2550	116.39	161.0	-12.02	0.0	-20.63	-14.0	-21.55	-5.0
2600	116.41	161.0	-12.07	0.0	-20.66	-14.0	-21.62	-5.0
2650	117.23	161.0	-12.24	0.0	-20.63	-14.0	-21.91	-5.0
2700	117.95	161.0	-13.03	0.0	-20.45	-14.0	-22.55	-5.0
2750	118.09	161.0	-12.61	0.0	-20.31	-14.0	-22.29	-5.0
2800	116.68	161.0	-11.89	0.0	-20.3	-14.0	-21.72	-5.0
2850	117.58	161.0	-12.37	0.0	-20.13	-14.0	-22.16	-5.0
2900	117.61	161.0	-12.37	0.0	-20.13	-14.0	-22.18	-5.0
2950	117.62	161.0	-11.6	0.0	-20.04	-14.0	-21.75	-5.0
3000	116.03	161.0	-10.96	0.0	-20.0	-14.0	-21.17	-5.0
3050	116.28	161.0	-10.62	0.0	-20.01	-14.0	-20.95	-5.0
3100	115.33	161.0	-10.22	0.0	-19.93	-14.0	-20.66	-5.0
