126	0	-22.0	-16
146	0	-12.0	-24
63	0	-20.0	-8
128	0	-15.0	-18
108	0	-16.0	-13
120	0	-19.0	-15
145	0	-11.0	-22
107	0	-21.0	-11
127	0	-18.0	-17
120	0	-19.0	-15
119	0	-12.0	-17
73	0	-21.0	-8
131	-5	-7.0	-24
95	-2	-13.0	-14
156	-20	-18.0	-34
152	-6	-10.0	-27
98	0	-21.0	-10
120	0	-19.0	-15
126	-4	-7.0	-22
144	-2	-9.0	-24
152	-6	-10.0	-27
109	-4	-10.0	-18
124	-2	-14.0	-17
146	0	-12.0	-24
145	-4	-9.0	-27
85	0	-16.0	-11
118	-2	-14.0	-16
124	-2	-14.0	-17
131	-5	-7.0	-24
148	0	-13.0	-24
148	0	-13.0	-24
98	0	-21.0	-10
124	0	-13.0	-18
107	0	-13.0	-16
79	0	-19.0	-9
113	-5	-9.0	-21
149	-2	-10.0	-25
131	-5	-7.0	-24
154	-13	-7.0	-33
102	0	-15.0	-13
84	0	-23.0	-8
95	0	-18.0	-11
124	0	-12.0	-19
120	0	-19.0	-15
146	0	-12.0	-24
131	-2	-18.0	-17
85	0	-19.0	-10
131	-2	-18.0	-17
117	0	-15.0	-15
153	-9	-10.0	-31
117	0	-15.0	-15
127	-5	-5.0	-24
149	-10	-6.0	-28
151	-4	-10.0	-26
127	-5	-5.0	-24
134	-4	-8.0	-23
95	0	-13.0	-15
63	0	-20.0	-8
149	-8	-8.0	-27
130	0	-14.0	-19
95	-2	-13.0	-14
122	0	-16.0	-16
131	-5	-7.0	-24
151	-4	-10.0	-26
123	0	-21.0	-15
102	0	-17.0	-12
123	0	-21.0	-15
119	0	-22.0	-14
51	0	-23.0	-6
154	-13	-7.0	-33
148	0	-13.0	-24
117	0	-14.0	-16
134	-4	-9.0	-22
108	0	-16.0	-13
143	0	-16.0	-21
133	-2	-8.0	-22
126	-4	-7.0	-22
101	0	-16.0	-12
151	-13	-6.0	-32
146	0	-12.0	-24
79	0	-19.0	-9
127	-5	-5.0	-24
108	0	-19.0	-12
146	0	-12.0	-24
136	0	-13.0	-20
131	-2	-18.0	-17
146	0	-12.0	-24
50	0	-25.0	-5
120	0	-19.0	-15
85	0	-19.0	-10
126	0	-22.0	-16
149	-10	-6.0	-28
120	0	-19.0	-15
115	0	-19.0	-13
131	-7	-5.0	-25
109	-5	-9.0	-20
123	0	-21.0	-15
131	-2	-18.0	-17
65	-3	-26.0	-7
116	-2	-18.0	-14
120	0	-19.0	-15
114	0	-15.0	-14
127	-2	-12.0	-19
132	0	-10.0	-20
111	0	-17.0	-13
149	-2	-10.0	-25
155	-9	-9.0	-32
154	-13	-7.0	-33
150	-9	-9.0	-30
