117	-10	-11.0	-24
79	0	-18.0	-9
80	0	-22.0	-8
18	0	-25.0	-2
84	0	-20.0	-9
54	0	-20.0	-6
122	-20	-15.0	-30
28	0	-26.0	-2
74	0	-19.0	-8
104	-2	-13.0	-16
75	0	-23.0	-7
75	0	-23.0	-7
111	-2	-14.0	-19
102	-12	-8.0	-22
28	0	-26.0	-2
51	0	-25.0	-4
99	-2	-15.0	-14
107	-2	-12.0	-18
68	0	-23.0	-6
113	-4	-13.0	-22
84	0	-17.0	-10
75	0	-23.0	-7
95	0	-16.0	-13
103	-2	-12.0	-17
75	0	-23.0	-7
23	0	-28.0	-1
106	-9	-7.0	-25
114	-12	-7.0	-27
53	0	-26.0	-4
110	-4	-9.0	-21
106	-9	-7.0	-25
28	0	-26.0	-2
115	-9	-10.0	-24
80	0	-22.0	-8
87	0	-21.0	-10
75	0	-23.0	-7
108	-4	-13.0	-18
75	0	-23.0	-7
75	0	-23.0	-7
82	0	-19.0	-9
112	-5	-9.0	-22
84	0	-17.0	-10
61	0	-24.0	-5
84	0	-17.0	-10
75	0	-20.0	-8
91	-2	-17.0	-12
84	0	-17.0	-10
102	-12	-8.0	-22
73	0	-22.0	-7
84	0	-17.0	-10
79	0	-21.0	-8
108	-4	-11.0	-19
84	0	-17.0	-10
82	0	-19.0	-9
28	0	-26.0	-2
116	-9	-9.0	-25
68	0	-20.0	-7
123	-18	-8.0	-35
61	0	-24.0	-5
71	0	-17.0	-9
28	0	-26.0	-2
27	0	-24.0	-3
106	-4	-13.0	-17
104	-2	-13.0	-16
84	0	-20.0	-9
99	-2	-15.0	-14
114	-5	-8.0	-23
115	-6	-11.0	-23
79	0	-21.0	-8
124	-21	-16.0	-32
115	-6	-11.0	-23
108	-4	-13.0	-18
106	-2	-14.0	-17
84	0	-17.0	-10
122	-23	-12.0	-33
79	0	-18.0	-9
84	0	-17.0	-10
115	-9	-10.0	-24
73	0	-22.0	-7
84	0	-17.0	-10
28	0	-26.0	-2
79	0	-18.0	-9
84	0	-20.0	-9
85	-2	-23.0	-9
84	0	-17.0	-10
85	0	-15.0	-11
40	0	-25.0	-3
104	-2	-11.0	-18
84	0	-20.0	-9
75	0	-23.0	-7
99	-2	-15.0	-14
113	-6	-11.0	-22
116	-12	-7.0	-28
75	0	-23.0	-7
82	0	-19.0	-9
88	-2	-16.0	-12
123	-22	-16.0	-31
91	-2	-17.0	-12
116	-4	-12.0	-23
71	0	-17.0	-9
40	0	-24.0	-4
98	-5	-10.0	-18
84	0	-17.0	-10
75	0	-23.0	-7
84	0	-20.0	-9
30	0	-27.0	-2
84	0	-17.0	-10
108	-13	-6.0	-27
123	-18	-8.0	-35
102	-12	-8.0	-22
79	0	-21.0	-8
