161	-2	-5.0	-32
160	-2	-4.0	-31
161	0	-6.0	-32
161	0	-6.0	-32
160	0	-5.0	-31
161	-2	-5.0	-33
161	-2	-5.0	-32
160	-2	-4.0	-32
161	-2	-5.0	-32
160	0	-5.0	-31
160	0	-5.0	-31
160	0	-5.0	-31
161	-2	-5.0	-32
161	0	-6.0	-32
161	-2	-5.0	-33
160	-2	-4.0	-31
161	-2	-5.0	-33
161	0	-6.0	-32
161	-2	-5.0	-32
161	0	-6.0	-32
161	-2	-5.0	-32
161	-2	-5.0	-32
160	0	-5.0	-31
161	0	-6.0	-32
161	0	-6.0	-32
161	-2	-5.0	-32
160	0	-5.0	-31
161	0	-6.0	-32
161	-2	-5.0	-32
161	0	-6.0	-32
161	-5	-3.0	-35
160	-2	-4.0	-32
161	-2	-5.0	-32
160	-2	-4.0	-32
161	-2	-5.0	-32
161	-2	-5.0	-33
160	0	-5.0	-31
161	-2	-5.0	-33
161	-2	-5.0	-33
161	0	-6.0	-32
160	0	-5.0	-31
161	-2	-5.0	-33
161	-2	-5.0	-32
161	-5	-3.0	-35
161	0	-6.0	-32
161	0	-6.0	-32
161	-3	-4.0	-34
161	0	-6.0	-32
160	-2	-4.0	-31
161	-2	-5.0	-32
160	0	-5.0	-31
161	-2	-5.0	-33
160	0	-5.0	-31
160	0	-5.0	-31
161	0	-6.0	-32
161	-5	-3.0	-35
160	-2	-4.0	-31
161	-2	-5.0	-32
161	-2	-5.0	-33
161	-2	-5.0	-33
161	-2	-5.0	-32
161	0	-6.0	-32
161	-2	-5.0	-33
161	0	-6.0	-32
161	-2	-5.0	-32
161	-2	-5.0	-33
160	-2	-4.0	-31
161	-5	-3.0	-35
161	-2	-5.0	-33
161	-2	-5.0	-32
161	0	-6.0	-32
161	-2	-5.0	-33
161	0	-6.0	-32
161	-2	-5.0	-32
160	-2	-4.0	-31
161	0	-6.0	-32
161	-2	-5.0	-32
161	0	-6.0	-32
161	0	-6.0	-32
161	-5	-3.0	-35
161	0	-6.0	-32
161	-2	-5.0	-33
161	-3	-4.0	-34
160	0	-5.0	-31
160	0	-5.0	-31
161	-2	-5.0	-33
161	-2	-5.0	-32
160	0	-5.0	-31
161	0	-6.0	-32
161	0	-6.0	-32
161	0	-6.0	-32
160	-2	-4.0	-31
161	0	-6.0	-32
161	-2	-5.0	-32
161	0	-6.0	-32
161	-2	-5.0	-33
161	-2	-5.0	-33
161	-2	-5.0	-33
160	-2	-4.0	-31
160	-2	-4.0	-31
161	0	-6.0	-32
161	-2	-5.0	-32
161	-2	-5.0	-32
161	-2	-5.0	-32
161	-2	-5.0	-32
161	-5	-3.0	-35
161	0	-6.0	-32
161	-2	-5.0	-33
161	0	-6.0	-32
160	0	-5.0	-31
161	0	-6.0	-32
161	0	-6.0	-32
161	0	-6.0	-32
161	-2	-5.0	-33
161	0	-6.0	-32
161	0	-6.0	-32
160	0	-5.0	-31
161	0	-6.0	-32
161	0	-6.0	-32
160	-2	-4.0	-32
161	0	-6.0	-32
161	0	-6.0	-32
161	-2	-5.0	-32
161	-2	-5.0	-32
161	0	-6.0	-32
160	0	-5.0	-31
161	-2	-5.0	-33
161	0	-6.0	-32
