161	-5	-2.0	-37
161	-5	-2.0	-37
161	-3	-3.0	-36
156	-10	0	-37
161	-3	-3.0	-36
161	-3	-3.0	-36
161	-5	-2.0	-37
161	0	-4.0	-35
161	-5	-2.0	-37
161	0	-4.0	-35
161	-5	-2.0	-37
161	-5	-2.0	-37
161	-5	-2.0	-37
160	-3	-2.0	-35
161	-5	-2.0	-37
161	-3	-3.0	-36
161	0	-4.0	-35
160	-3	-2.0	-35
161	-3	-3.0	-36
161	-3	-3.0	-36
161	-3	-3.0	-36
161	-5	-2.0	-37
161	-3	-3.0	-36
161	-3	-3.0	-36
161	0	-4.0	-35
161	-5	-2.0	-37
161	-3	-3.0	-36
161	-3	-3.0	-36
156	-5	-1.0	-36
161	-3	-3.0	-36
160	0	-3.0	-34
161	-3	-3.0	-36
161	-5	-2.0	-37
161	-5	-2.0	-37
161	0	-4.0	-35
161	-3	-3.0	-36
161	-3	-3.0	-36
161	-3	-3.0	-36
161	-3	-3.0	-36
160	-3	-2.0	-35
161	-5	-2.0	-37
161	-5	-2.0	-37
160	0	-3.0	-34
161	0	-4.0	-35
161	-3	-3.0	-36
161	-5	-2.0	-37
161	-3	-3.0	-36
161	-3	-3.0	-36
161	-3	-3.0	-36
161	0	-4.0	-35
156	-5	-1.0	-36
161	0	-4.0	-35
161	0	-4.0	-35
161	-3	-3.0	-36
161	-5	-2.0	-37
161	-5	-2.0	-37
161	-3	-3.0	-36
161	-3	-3.0	-36
161	0	-4.0	-35
161	-3	-3.0	-36
161	-3	-3.0	-36
161	-5	-2.0	-37
161	-3	-3.0	-36
161	-3	-3.0	-36
160	-3	-2.0	-35
161	-3	-3.0	-36
161	-3	-3.0	-36
161	-3	-3.0	-36
160	0	-3.0	-34
161	-3	-3.0	-36
161	-3	-3.0	-36
160	0	-3.0	-34
161	-5	-2.0	-37
161	-5	-2.0	-37
161	-3	-3.0	-36
161	0	-4.0	-35
